word,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009
hubbard,0,0,0,1,0,5,4,7,10,10,5,6,6,9,4,8,9,6,7,11,3,11,11,35,49,64,79,91,100,84,82,70,65,59,59,58,59,55,37,64,70,71,80,76,94
hybrid,1,0,4,1,0,2,4,8,4,4,16,8,8,6,9,12,12,17,16,13,13,10,22,13,8,8,8,16,6,24,17,24,20,22,41,28,28,45,52,62,54,77,66,78,100
hybridization,0,0,0,0,0,11,0,11,11,0,0,5,5,5,0,5,5,16,11,44,77,38,16,44,11,33,11,33,55,61,44,44,33,61,27,22,44,77,33,94,27,72,83,72,100
hydride,0,0,12,12,12,50,37,50,25,25,12,50,50,12,62,37,50,25,50,87,37,75,37,25,62,50,25,25,25,62,37,37,100,75,75,37,62,87,37,25,75,37,87,75,62
hydrides,0,0,0,12,12,25,12,25,0,0,0,25,25,37,87,62,100,25,62,37,25,37,25,50,62,62,50,75,0,25,12,62,50,50,25,37,37,87,75,50,37,37,100,25,25
hydrodynamic,0,4,7,4,9,9,7,2,7,30,21,16,19,9,4,21,19,21,11,16,30,21,38,19,16,19,21,21,35,40,59,66,35,54,52,64,52,66,54,45,69,76,42,85,100
hydrodynamics,2,2,2,5,12,5,20,10,10,7,5,15,2,10,0,5,17,25,17,7,22,25,15,17,32,12,20,22,42,22,30,17,27,30,25,22,40,30,40,40,45,42,47,100,80
hydrogen,6,2,0,9,16,7,11,19,14,18,13,14,21,18,30,34,23,52,45,57,37,52,45,72,74,77,78,100,84,100,92,60,69,78,80,73,68,90,60,87,86,63,67,87,73
hydrogenated,0,0,0,0,4,0,4,0,0,0,0,4,13,13,18,50,54,54,59,50,86,63,100,90,72,100,90,77,81,100,81,95,77,59,90,81,72,72,50,40,45,77,68,13,27
hydrogenic,5,11,5,5,27,16,16,22,44,5,11,22,5,27,0,11,61,55,50,100,50,44,33,38,61,50,83,61,72,38,33,33,33,38,16,16,5,16,27,38,55,16,11,27,16
hydrogenlike,0,0,7,0,7,14,0,21,14,14,14,14,14,64,35,21,21,28,57,35,28,42,35,50,57,14,78,28,14,100,78,21,42,71,35,35,42,64,42,50,28,50,57,28,57
hydrostatic,20,6,6,13,33,20,6,33,40,20,0,13,0,33,26,46,13,20,6,20,33,46,86,20,46,26,73,60,46,60,80,100,53,60,46,53,46,66,40,40,53,73,66,46,33
hyperfine,44,46,48,62,83,100,58,58,95,32,41,34,37,13,41,20,32,44,23,13,11,0,20,25,20,16,18,9,55,30,25,44,46,39,20,25,34,13,20,41,25,48,46,72,88
hypernuclei,22,22,33,33,0,22,11,11,0,0,11,33,11,11,0,11,22,0,0,33,55,0,66,33,55,11,77,11,44,44,66,44,44,55,22,88,55,100,55,33,66,0,44,88,22
hyperon,52,47,52,58,64,23,47,35,23,29,11,29,0,17,11,29,17,17,52,23,29,17,35,29,17,5,5,47,17,0,29,41,23,23,41,100,47,47,23,70,23,76,41,23,52
hyperspherical,0,0,0,0,0,0,0,0,10,50,10,0,30,20,20,10,30,20,30,30,40,60,20,40,0,70,60,90,20,50,70,100,80,60,50,50,50,10,100,80,30,50,40,40,30
hypothesis,8,25,75,58,66,50,41,41,50,50,58,41,50,8,16,33,8,25,0,33,41,8,16,16,0,25,41,16,8,8,25,58,50,50,50,8,33,41,33,41,58,33,41,75,100
hysteresis,0,2,7,5,7,0,0,0,0,0,0,0,2,2,2,5,7,10,7,15,7,15,0,13,18,21,18,23,23,44,50,28,50,31,55,60,52,100,39,60,89,50,50,55,44
i,15,32,80,65,100,79,66,48,44,61,29,29,31,31,43,30,37,22,0,19,29,33,37,55,43,25,68,55,54,43,54,30,18,8,9,36,26,43,15,26,37,25,40,40,24
ice,0,0,4,2,0,0,4,0,4,0,2,0,7,4,4,7,0,2,9,2,4,7,7,7,4,0,14,4,26,19,12,26,24,29,26,21,31,51,34,60,53,58,60,100,29
icosahedral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,53,100,76,90,63,33,60,53,60,43,50,43,43,46,63,63,53,83,46,50,63,33,40,23,46
ideal,9,0,0,52,14,19,4,9,9,4,19,4,28,23,23,23,38,33,47,28,23,14,14,28,23,42,52,42,38,95,71,85,95,66,71,61,85,76,71,80,95,90,100,90,76
identical,35,14,7,0,7,28,7,14,7,28,0,7,7,0,14,14,7,21,21,0,0,21,14,7,14,50,35,85,57,78,57,64,85,57,78,42,100,50,42,28,78,35,64,71,57
identification,2,0,5,18,10,5,13,15,18,7,2,7,5,23,5,10,18,28,26,23,21,42,34,26,28,47,31,31,34,44,57,42,65,81,39,50,39,60,63,52,63,68,71,100,81
ii,15,17,100,57,66,61,69,38,47,55,42,13,25,35,25,12,24,18,0,15,26,19,28,30,26,25,59,42,63,49,43,23,29,21,10,16,13,46,26,29,34,46,27,39,14
iii,6,0,18,53,75,65,62,56,21,53,34,34,53,34,31,31,15,3,50,34,59,28,53,43,40,43,50,31,68,50,37,75,31,34,18,43,87,100,50,46,78,65,37,65,71
image,0,0,0,0,9,4,0,9,9,19,0,9,4,9,9,23,14,19,33,23,71,42,47,33,19,47,47,52,85,47,38,38,47,61,61,61,95,85,80,100,80,57,52,57,57
images,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,25,31,37,37,25,31,31,31,37,50,68,50,75,68,100,62,87,75,56,37,62,75,68,56,56
imaging,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2,1,1,1,4,3,7,6,5,4,5,19,12,18,19,30,27,17,25,44,39,42,45,53,75,62,67,72,100,90
impact,0,1,3,15,21,18,12,25,41,17,16,30,28,16,12,13,23,21,21,15,8,42,41,41,35,48,32,51,65,40,46,41,47,46,46,45,50,49,41,55,64,64,71,100,82
impedance,15,30,23,61,15,23,0,7,15,15,0,7,0,30,15,15,23,7,15,15,0,0,61,15,53,23,38,30,53,61,38,53,61,84,61,53,53,46,76,61,92,100,92,100,84
implanted,0,0,0,9,0,0,0,81,54,90,81,63,9,63,9,36,27,54,18,36,54,100,18,81,90,100,63,81,90,63,90,63,90,100,63,72,72,45,72,90,54,90,72,45,63
implementation,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,8,4,0,4,0,16,4,8,20,4,12,12,20,4,48,64,80,56,56,100,40,84,56,96
implications,3,0,7,9,17,11,13,3,19,9,19,9,11,9,21,15,5,23,13,15,25,25,26,44,26,19,17,42,55,34,50,42,44,59,51,53,38,80,51,59,78,94,100,88,86
importance,11,16,0,0,11,5,16,16,0,22,22,27,11,16,22,11,50,5,33,22,11,33,38,16,33,33,16,22,55,61,44,72,27,55,61,27,61,66,72,72,77,66,94,100,33
improved,0,5,3,7,7,5,10,12,18,14,9,9,16,12,14,14,16,9,23,18,34,23,36,23,12,29,27,27,29,34,27,34,38,36,78,54,52,69,58,87,89,100,87,70,78
impulse,11,22,11,11,11,22,33,22,11,44,33,22,33,44,0,66,55,22,77,88,77,44,44,77,33,22,100,11,55,22,33,11,11,11,22,22,33,33,33,11,66,44,11,33,22
impurities,0,10,10,17,26,8,21,26,17,6,10,8,19,36,43,0,19,17,43,47,47,32,32,47,15,32,26,45,54,54,71,67,47,67,43,65,36,100,60,65,67,60,80,91,97
impurity,17,28,22,30,20,30,30,26,15,19,20,22,0,47,4,20,28,26,23,23,52,34,26,39,57,36,41,60,71,87,71,90,63,82,58,76,46,60,66,71,100,100,77,80,85
in,0,2,5,7,8,9,10,10,10,10,10,10,10,11,11,11,13,15,17,19,24,28,30,34,40,38,42,48,56,59,66,65,64,67,67,72,74,87,76,84,96,93,92,100,98
inas,6,0,3,10,3,7,6,6,3,6,4,3,0,3,3,6,1,6,4,3,7,10,16,4,15,18,20,23,33,36,36,56,50,63,66,100,64,75,47,58,86,69,49,55,47
incidence,0,13,6,13,0,0,13,0,0,20,13,20,6,6,26,6,6,20,13,6,40,13,33,26,40,13,26,40,26,73,46,33,73,73,40,60,66,53,40,80,60,53,86,100,73
incident,0,41,100,58,66,8,16,16,41,83,100,8,91,100,91,50,41,33,83,58,33,25,50,41,41,16,83,33,41,25,41,16,50,25,16,50,33,16,25,33,41,25,91,100,83
inclusion,0,0,12,0,0,37,50,50,0,25,62,25,75,0,25,0,0,37,25,25,25,12,62,12,12,37,37,62,62,62,87,0,75,75,62,62,75,37,25,62,50,100,62,25,25
inclusive,0,0,0,0,0,0,31,100,75,53,71,62,67,70,50,42,54,32,39,26,42,23,14,21,25,34,21,23,28,29,29,51,28,43,35,51,34,37,34,45,42,39,46,46,43
incoherent,10,6,3,6,13,6,3,17,13,6,3,13,13,6,0,0,17,13,10,20,10,6,20,10,13,20,20,31,10,17,20,24,31,79,51,44,37,82,58,44,55,100,75,51,96
incommensurate,0,0,0,0,0,0,0,0,0,2,0,2,9,20,27,27,59,72,54,63,86,84,63,75,100,68,56,63,40,43,72,72,47,56,43,52,56,45,52,50,36,75,36,43,47
independent,2,10,5,17,17,20,0,7,17,17,23,17,41,33,10,10,5,20,17,15,7,30,17,15,25,20,20,43,33,41,20,48,33,41,66,58,87,66,58,61,89,79,51,64,100
index,7,14,4,7,0,16,4,7,11,7,9,2,7,11,9,0,21,7,7,16,16,19,7,14,14,28,9,30,26,14,38,30,19,14,19,23,38,38,59,76,69,71,69,100,78
indirect,17,35,5,41,23,35,64,11,11,5,17,23,29,29,47,23,17,52,0,35,47,88,58,82,52,64,47,76,52,41,70,47,41,64,82,58,64,47,58,82,52,64,88,58,100
indium,30,69,38,69,84,92,92,69,69,23,0,15,23,30,7,30,7,46,23,0,7,38,0,15,23,30,38,53,46,30,61,30,84,30,46,53,46,61,38,61,61,61,53,84,100
individual,0,3,0,0,3,3,0,6,3,3,0,0,0,6,6,3,9,0,0,9,6,6,3,6,12,9,9,18,15,9,18,39,9,27,48,66,45,48,39,69,84,81,54,100,81
induced,0,0,3,3,1,3,5,8,8,6,7,8,8,12,10,8,10,13,13,13,19,23,26,23,28,28,32,35,43,45,53,49,46,54,57,60,66,74,67,78,89,93,88,96,100
inelastic,6,0,34,25,81,74,82,74,70,81,49,54,43,64,60,59,67,55,48,70,51,22,49,46,26,46,49,41,24,70,44,56,54,60,44,34,68,54,32,54,78,84,100,98,83
inequalities,0,0,3,10,20,0,26,16,10,13,6,3,10,6,6,3,0,30,13,6,3,6,3,16,6,10,13,13,16,23,20,20,23,20,13,36,33,100,56,66,60,60,33,60,53
inequality,5,5,10,5,5,15,5,15,5,0,0,10,5,0,0,5,0,0,20,15,30,10,10,5,10,10,10,10,15,20,45,15,20,45,5,15,40,50,45,60,65,70,55,75,100
inertia,0,0,11,22,33,77,33,44,55,33,22,11,0,11,22,55,22,22,22,22,22,0,11,33,0,11,22,44,55,77,33,55,55,44,55,77,77,66,66,88,77,100,44,88,22
inertial,10,5,0,0,0,10,10,0,10,5,0,5,15,26,5,10,10,15,5,26,15,31,10,31,5,21,26,26,47,31,52,63,47,47,31,15,31,63,68,52,68,47,100,63,78
infinite,0,6,79,48,89,75,41,20,55,31,34,13,20,20,31,27,31,48,55,41,27,65,51,44,79,68,86,79,100,100,68,58,79,96,68,82,100,86,86,51,72,86,65,79,89
inflation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,11,14,11,20,24,32,39,32,37,39,52,51,39,62,62,43,65,58,73,83,89,76,100,75
inflationary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,27,31,45,40,13,22,27,13,22,22,36,63,40,40,27,40,36,72,100,50,95,95,45,77,50,86,54
influence,1,2,2,1,4,11,6,2,8,5,0,2,1,7,12,5,12,17,4,9,7,14,17,15,25,27,37,33,37,63,55,49,46,61,59,59,66,59,65,72,77,85,91,100,78
information,13,0,1,1,7,8,4,4,7,2,0,0,2,2,4,1,4,10,1,2,8,8,10,11,22,16,16,16,23,29,26,32,43,35,43,74,67,97,92,85,92,92,92,97,100
infrared,0,6,11,16,25,5,6,8,10,20,10,25,36,11,11,18,16,11,35,43,11,35,68,46,68,56,80,73,60,75,83,70,68,56,83,73,73,100,53,48,73,80,65,66,86
inhomogeneities,7,0,0,0,0,0,7,0,7,7,7,15,7,0,7,7,0,0,7,15,0,23,7,53,23,15,30,15,23,46,30,23,30,23,38,53,92,69,46,38,100,76,92,61,76
inhomogeneity,0,0,5,5,10,5,5,0,5,5,0,15,5,0,0,0,5,5,10,0,10,0,5,10,21,15,21,5,15,10,26,15,10,26,36,15,36,31,47,63,36,89,68,100,42
inhomogeneous,4,4,1,0,10,1,2,2,16,7,16,13,14,8,8,11,10,17,13,16,38,16,13,22,29,37,32,31,35,46,56,61,47,62,52,46,59,83,62,71,100,85,94,88,61
initial,6,0,2,0,2,8,2,4,0,10,4,6,10,12,10,10,20,8,6,18,12,29,25,33,68,37,47,43,43,64,47,60,56,62,70,62,64,68,66,100,83,83,81,81,100
initio,0,0,0,0,0,1,0,0,0,1,1,1,3,2,4,3,5,8,5,4,9,9,18,12,12,15,18,25,25,32,39,36,42,49,45,49,54,61,65,67,88,99,100,98,81
injection,20,2,2,2,2,8,2,2,0,11,8,20,14,25,22,5,8,14,5,5,11,8,17,25,11,14,0,14,22,14,22,25,31,34,34,42,45,71,71,80,100,77,88,57,85
inner,5,11,23,35,0,29,29,17,29,17,5,41,58,29,35,70,41,52,76,70,64,47,70,35,35,29,58,64,35,100,23,64,64,70,47,47,64,88,29,70,88,41,41,82,94
inp,0,3,3,0,0,6,3,9,3,6,3,9,3,15,9,12,15,12,31,40,31,43,87,62,68,46,81,96,87,81,84,84,100,81,75,65,62,56,53,53,59,71,46,75,40
insb,47,78,63,100,89,47,73,100,68,57,31,21,10,47,15,31,21,26,42,21,78,31,21,52,42,21,42,5,73,36,57,68,15,15,10,15,0,31,36,26,21,21,26,47,42
inside,0,0,2,0,0,0,2,7,2,2,2,2,0,4,7,2,0,0,2,2,12,4,0,2,12,12,4,19,7,14,17,19,24,24,14,36,24,46,65,29,73,60,95,100,73
instabilities,17,0,6,8,5,13,20,18,15,15,15,22,15,10,6,5,12,25,15,24,31,25,31,29,46,34,25,55,60,53,74,65,67,51,44,82,79,79,77,65,81,74,84,100,79
instability,2,5,4,0,11,12,10,18,12,21,12,13,20,8,16,14,14,20,20,27,21,36,34,28,45,50,41,48,45,48,56,53,69,78,55,61,69,99,77,89,83,100,75,86,95
instanton,0,0,0,0,0,0,0,0,0,0,0,0,0,46,53,23,30,15,23,7,7,7,15,7,38,30,30,15,23,46,84,38,76,69,69,84,76,100,61,84,61,46,53,53,38
instantons,0,0,0,0,0,0,0,0,0,0,0,0,0,100,57,42,42,14,7,7,7,7,14,50,28,21,35,28,35,71,42,78,57,85,100,64,85,92,50,35,71,57,21,64,21
insulating,5,2,0,5,2,17,0,2,0,7,0,0,2,2,5,7,0,10,0,12,5,20,10,17,15,30,42,45,42,45,57,50,65,37,52,40,65,65,57,52,85,70,100,60,90
insulator,0,0,2,4,2,7,5,8,6,3,7,7,2,3,6,4,12,10,12,9,12,21,14,17,18,19,26,29,38,42,48,40,56,61,59,65,51,60,59,62,77,73,92,90,100
insulators,9,9,9,16,12,6,6,25,16,12,12,9,3,6,6,0,3,6,3,9,22,9,9,29,29,0,25,19,25,48,22,35,32,32,35,41,48,48,32,64,58,58,77,100,90
integer,0,10,0,0,5,0,0,5,0,0,0,5,0,5,0,15,5,0,10,0,5,10,10,20,20,20,20,30,70,70,55,100,85,45,50,35,75,60,70,30,80,45,60,45,40
integrable,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0,6,25,6,25,31,6,31,37,18,25,50,43,93,100,43,81,56,50,75,62,62,31,56,56,25,50,37,43,31
integral,16,2,18,0,18,45,18,8,32,16,18,18,27,35,18,21,16,32,51,51,29,83,86,59,75,64,83,78,89,100,70,62,51,81,64,72,45,62,62,81,72,29,59,43,70
integrals,5,17,0,11,0,5,29,0,29,52,35,17,17,52,52,47,35,41,88,58,70,76,41,94,100,76,29,47,70,70,58,58,29,94,58,47,41,64,41,29,70,17,35,64,35
integration,14,0,0,0,0,0,0,14,42,14,57,14,0,42,42,85,42,14,71,28,42,14,14,28,100,28,57,57,42,57,71,14,85,71,57,57,71,85,28,57,100,85,71,85,85
intense,5,10,0,13,10,13,7,14,20,22,22,17,16,11,8,13,16,19,16,10,20,22,16,25,32,36,45,50,55,44,50,47,33,51,61,63,69,60,79,76,79,100,82,80,75
intensities,25,0,25,25,0,50,100,50,66,33,16,58,33,25,75,75,8,25,83,33,66,83,16,33,91,25,66,41,66,33,41,16,50,58,58,25,58,75,75,33,41,83,58,25,33
intensity,14,19,9,0,16,19,21,19,33,21,11,7,26,14,14,23,23,11,11,21,19,30,26,23,59,57,61,64,57,57,80,71,57,100,64,78,69,97,52,73,88,83,85,64,88
interacting,2,3,0,6,6,6,8,11,9,5,5,8,8,9,5,8,14,20,10,15,21,40,37,33,22,26,30,39,37,48,40,48,47,63,44,62,73,64,53,77,77,84,86,85,100
interaction,0,7,11,15,11,16,16,11,20,14,16,13,12,12,18,15,14,20,13,13,28,25,28,34,30,30,34,38,47,55,50,41,54,60,51,64,58,82,68,77,86,85,94,95,100
interactions,1,0,7,15,9,13,10,17,17,13,17,10,10,17,8,15,10,7,3,13,8,13,19,13,27,24,19,29,52,40,36,41,35,43,45,50,44,68,54,73,85,85,87,100,91
interatomic,7,23,23,0,23,0,7,7,15,30,7,30,7,15,30,23,38,15,15,15,30,46,30,61,38,84,100,53,46,46,61,53,61,53,53,53,23,69,38,92,38,100,100,76,61
interband,38,53,61,53,46,23,38,23,38,15,38,0,23,30,0,15,38,38,23,15,15,30,38,61,38,38,61,84,61,92,69,92,100,38,61,38,53,46,61,30,53,53,38,76,69
intercalated,0,0,0,0,0,0,5,0,0,5,5,5,11,16,33,11,27,61,83,50,27,50,100,38,50,38,38,61,22,27,55,27,33,44,27,16,27,38,38,27,50,33,33,27,27
intercalation,0,0,0,0,0,3,0,7,0,3,0,0,7,7,25,37,51,44,62,51,100,55,59,66,70,29,55,48,40,51,55,40,29,29,11,22,37,22,14,18,14,22,33,14,11
interface,1,0,1,2,1,2,2,2,6,4,3,5,10,16,16,13,17,15,20,27,39,44,57,62,65,50,66,66,63,69,69,80,55,66,58,63,84,84,64,68,100,82,77,86,88
interfaces,0,1,2,1,1,1,1,1,1,1,8,5,4,9,5,9,14,14,13,18,29,27,25,48,41,64,60,36,54,78,78,64,55,59,55,56,47,64,81,75,86,87,71,81,100
interfacial,3,0,6,0,0,3,0,3,0,0,0,3,3,6,12,6,0,9,9,15,28,34,34,34,71,53,37,62,62,84,65,56,71,78,53,59,78,81,53,84,87,100,68,71,68
interference,0,1,7,8,14,11,7,17,5,12,7,10,12,10,10,7,1,18,11,10,17,20,27,24,21,29,29,29,55,44,48,49,56,65,54,69,67,83,84,72,78,97,76,100,83
interferometer,0,0,0,2,2,0,0,0,0,2,0,2,5,5,8,5,5,2,8,8,5,8,14,8,11,11,14,20,25,14,22,22,20,48,25,22,48,42,45,42,85,94,100,77,82
interferometers,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,12,6,12,12,6,25,6,25,6,12,12,0,12,6,31,25,75,87,37,56,87,100,75,87
interferometric,13,13,0,0,6,6,0,0,0,0,0,0,0,6,0,0,6,6,0,13,0,26,6,6,0,13,46,6,20,6,13,26,40,33,33,60,100,40,46,46,33,53,66,66,73
interferometry,0,0,3,0,0,0,0,0,0,3,3,3,9,3,6,6,0,6,21,18,12,18,6,9,12,18,25,15,46,56,43,37,40,50,46,62,43,81,65,96,59,87,71,96,100
interlayer,0,0,0,0,0,0,6,6,0,0,0,3,3,3,3,0,0,6,9,6,12,12,9,9,21,18,21,43,46,65,100,81,87,56,90,81,84,84,71,75,62,56,78,71,100
intermediate,14,14,14,20,0,14,52,37,27,20,37,29,35,37,58,52,58,56,66,45,64,75,64,64,85,43,70,87,100,66,70,83,66,66,35,87,89,85,77,56,68,93,54,79,72
intermetallic,44,22,33,44,33,22,0,33,44,66,33,11,33,66,33,11,77,11,55,33,66,88,33,0,22,77,66,22,88,88,55,55,55,44,66,33,55,66,100,88,66,88,33,22,88
intermittency,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,3,25,3,14,0,14,11,18,37,25,44,70,59,100,81,96,100,37,48,70,59,66,66,40,66,40,25,48,48
intermittent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,38,23,7,15,7,23,7,15,23,69,23,15,76,46,38,53,46,53,38,7,69,46,61,76,100,84
intermolecular,7,30,0,0,23,0,15,30,0,23,7,7,7,15,0,0,30,0,15,7,23,15,15,7,15,7,15,30,53,46,46,30,53,23,23,23,38,38,46,30,30,100,69,53,23
internal,33,19,33,30,4,9,52,19,14,28,28,33,14,28,16,14,7,14,16,0,11,26,33,28,23,38,26,19,57,42,71,73,73,64,14,64,76,92,40,100,71,57,66,59,64
interplay,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,4,2,2,6,6,8,2,4,6,6,2,6,10,23,12,17,34,34,31,36,61,42,53,57,57,68,82,89,100,100
interpretation,37,0,33,29,40,44,37,44,51,44,62,33,44,22,44,33,37,55,51,29,66,74,62,100,66,62,77,62,59,92,85,85,62,62,44,59,66,55,48,70,59,92,59,59,74
interstitial,11,3,3,3,7,26,19,7,19,11,7,23,30,15,15,23,0,7,23,42,15,23,34,19,7,61,46,30,26,42,7,42,61,50,57,57,34,61,46,100,84,46,73,65,61
intersubband,0,0,0,0,0,0,0,0,0,0,0,0,10,5,25,0,5,5,0,10,15,15,40,40,60,35,70,60,100,70,70,85,55,60,50,55,80,85,65,80,80,45,35,40,50
intrinsic,5,7,9,9,5,4,10,4,1,4,4,5,0,10,8,1,8,11,7,7,13,15,16,20,16,29,28,25,28,47,36,35,45,35,33,39,32,57,52,57,59,69,69,100,89
invariance,62,34,28,65,31,43,100,78,34,21,25,46,21,9,25,0,0,18,0,18,34,53,31,37,34,34,31,21,18,43,43,40,50,62,62,40,53,43,43,37,71,37,43,43,90
invariant,4,0,0,0,9,18,13,11,18,18,34,2,32,16,20,16,30,20,13,11,30,39,48,41,30,39,55,51,58,55,69,55,74,67,51,76,76,55,55,51,67,100,67,97,74
inverse,8,0,0,8,2,5,11,0,16,5,16,8,5,8,22,11,11,27,13,63,41,52,52,47,63,66,63,50,69,91,55,66,55,50,69,72,72,52,61,69,77,100,50,86,91
inversion,0,8,2,14,2,5,5,17,17,37,31,34,28,40,34,28,45,34,37,25,28,34,22,54,65,54,37,91,74,51,85,77,57,57,62,45,80,77,100,68,74,62,62,80,65
investigated,2,0,2,0,0,2,0,2,2,0,0,2,0,7,2,7,4,4,4,4,2,4,4,9,30,11,35,23,21,35,26,26,28,23,26,42,42,59,42,50,61,78,100,100,69
investigation,0,6,5,14,22,21,18,14,29,11,12,16,11,12,13,13,26,15,16,20,26,24,23,32,34,17,37,37,58,67,45,53,49,43,43,50,60,68,67,60,95,74,97,100,92
investigations,5,0,0,17,17,29,17,17,23,41,17,35,5,5,23,29,11,17,41,11,23,29,11,23,52,35,52,58,58,58,76,58,47,58,58,88,82,88,52,76,100,70,64,70,64
involving,33,20,40,40,46,20,53,26,40,33,46,13,0,33,20,6,66,46,33,40,66,33,26,46,20,26,40,53,53,40,53,86,33,53,46,66,20,40,93,100,73,33,60,73,86
iodine,33,22,11,33,44,44,44,22,44,66,22,44,22,44,33,33,33,33,22,33,33,33,55,66,11,22,66,44,55,66,100,44,0,44,44,44,33,33,11,33,22,33,33,33,88
ion,0,2,3,10,13,14,5,18,20,28,33,32,37,37,27,35,39,44,38,40,39,56,61,55,54,47,57,66,85,82,86,94,73,73,72,85,83,88,68,78,73,77,68,79,100
ionic,6,20,20,13,0,13,27,13,3,10,20,51,13,20,20,44,55,20,44,51,31,24,55,24,31,41,20,41,72,51,93,41,62,86,100,58,96,68,44,72,58,79,51,48,100
ionization,8,7,9,15,17,0,14,30,26,28,32,27,35,26,28,20,37,41,52,46,41,68,73,73,69,84,65,83,78,84,82,86,76,74,70,87,100,88,72,83,85,96,84,96,96
ionized,15,30,30,15,84,30,61,23,100,30,61,69,7,69,15,23,38,38,7,15,7,15,53,53,76,61,69,30,53,30,38,38,53,61,30,7,30,7,23,15,7,0,46,0,30
ions,18,11,0,20,17,0,14,18,28,2,3,23,36,28,42,25,36,41,39,32,37,42,59,56,74,60,66,73,83,78,100,76,80,57,57,65,86,74,74,59,62,65,63,78,53
ir,0,0,15,21,12,15,12,3,3,25,6,0,12,9,0,31,15,9,12,6,21,12,34,12,9,31,46,34,18,21,31,34,40,31,46,37,56,21,68,71,56,62,50,84,100
iron,7,14,16,7,14,11,16,18,23,7,11,14,0,10,7,8,5,5,11,22,15,11,13,11,11,11,12,14,18,18,14,7,14,11,10,13,7,17,14,15,19,22,19,55,100
irradiated,44,24,64,4,40,16,28,0,20,16,32,32,24,12,48,28,56,36,16,8,8,48,56,36,56,12,16,64,32,28,68,76,16,60,52,60,36,56,48,64,76,100,52,64,44
irradiation,10,14,28,10,25,14,7,0,3,10,3,10,7,25,10,21,28,10,21,35,10,25,28,32,28,25,28,75,28,57,60,53,67,32,78,71,78,100,67,60,85,67,60,53,78
irreversibility,0,11,0,5,29,0,0,0,5,0,0,0,0,0,0,5,0,5,35,5,17,0,5,5,11,17,82,70,35,94,41,35,35,29,35,100,23,52,17,41,29,23,29,41,23
irreversible,23,15,7,7,7,23,0,7,0,0,7,0,23,0,38,23,7,30,38,23,46,15,30,7,38,38,46,61,61,76,61,100,84,61,53,30,100,92,53,46,53,100,46,100,53
is,0,5,1,7,7,1,12,7,27,14,32,10,14,20,18,14,14,23,21,23,18,20,18,10,21,25,32,47,50,43,47,41,65,63,45,52,54,67,58,100,67,65,78,74,94
ising,0,8,12,2,17,14,6,15,28,22,36,30,34,20,33,35,44,37,49,58,75,57,60,73,76,58,52,57,73,65,62,67,77,58,67,68,65,100,64,65,81,76,78,85,78
island,0,0,0,0,0,3,3,0,3,0,0,0,9,0,0,6,6,3,0,3,3,3,3,9,15,9,15,12,43,46,50,68,50,59,46,50,100,68,46,46,78,71,40,50,68
islands,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,2,2,0,10,0,0,5,7,7,5,0,5,12,25,35,38,28,33,56,66,61,56,66,53,43,100,51,71,46,82
isobaric,11,55,66,66,72,100,66,77,44,22,16,11,0,22,16,22,5,27,11,33,33,11,22,44,16,5,5,5,11,16,27,16,0,11,0,5,27,11,0,33,16,11,16,11,11
isoelectronic,0,7,7,14,35,21,57,42,14,14,42,64,100,35,71,35,28,50,35,78,7,71,78,92,71,28,64,35,42,71,50,50,28,28,28,50,21,0,42,28,28,21,42,50,21
isolated,0,12,12,16,12,8,12,12,4,8,8,24,12,12,0,12,12,24,8,36,20,28,28,36,56,68,24,48,28,24,24,80,48,56,28,80,88,92,64,68,52,72,96,100,96
isomer,33,8,41,83,16,91,50,66,50,33,100,33,25,58,25,50,58,41,33,0,25,25,0,41,41,25,0,25,41,50,0,16,16,58,50,75,50,83,50,91,33,75,75,58,100
isomeric,30,30,30,30,0,30,30,60,40,60,20,40,40,40,0,60,20,30,30,20,10,20,0,30,10,40,10,50,70,30,70,10,20,70,20,30,30,10,10,40,60,70,100,80,90
isomers,18,18,9,9,9,0,72,18,54,27,27,27,27,27,54,36,18,9,36,9,27,18,9,18,18,36,63,36,18,63,27,45,36,27,54,81,36,63,63,72,81,36,45,72,100
