word,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009
couplings,10,10,21,17,8,19,19,19,14,14,17,10,14,21,14,17,8,0,4,21,21,17,27,25,14,14,27,53,38,51,70,57,70,70,70,68,57,63,51,65,51,48,68,100,85
covalent,21,0,28,42,21,21,50,21,14,14,14,28,7,14,14,50,21,28,42,21,21,7,21,42,35,21,50,42,21,35,35,50,35,7,28,35,28,35,35,0,28,50,50,100,35
covariant,28,0,8,36,24,16,12,24,24,12,40,16,28,40,4,24,36,8,20,4,28,64,40,40,60,20,68,24,40,52,48,40,60,56,56,52,44,52,56,100,68,48,100,92,100
coverage,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,36,18,81,54,27,63,63,81,81,72,63,63,100,27,54,45,63,72,45,72,81,90,36,36,45,54
covered,0,9,0,18,9,0,9,18,0,36,0,9,9,0,27,9,36,36,27,45,72,0,18,63,45,18,36,18,63,100,72,90,27,81,90,45,72,27,45,54,63,36,36,36,45
cp,14,7,7,15,8,3,9,5,6,0,4,2,8,0,10,7,12,8,8,13,22,23,17,17,26,22,29,38,43,28,45,33,46,55,58,75,83,64,71,80,100,70,80,69,62
cpt,0,0,15,7,7,0,0,46,7,7,0,0,0,0,7,0,0,0,15,15,0,0,7,7,15,30,15,23,15,23,38,15,23,23,69,92,84,53,76,100,23,38,30,84,46
cr,13,0,19,8,10,47,39,32,60,21,8,23,10,10,8,4,2,28,21,28,56,32,32,43,58,43,82,45,58,76,69,100,69,65,63,80,47,86,91,54,100,97,89,100,86
crack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,10,15,15,21,42,36,26,68,31,36,36,21,47,21,31,100,52,57,84,26
creation,3,0,0,12,6,3,6,12,19,25,16,16,22,19,16,12,6,19,25,19,29,29,35,19,35,54,29,29,29,38,48,41,54,70,67,58,45,58,67,77,45,100,45,64,74
creep,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,86,100,53,93,93,80,86,66,60,40,53,73,53,26,33,53,6,33,80,26
criterion,15,5,15,15,0,10,15,0,5,0,15,5,0,25,5,5,25,20,25,30,40,30,40,40,15,25,20,35,20,20,50,50,55,25,25,60,60,25,100,65,75,70,80,50,55
critical,0,4,7,14,16,16,15,18,25,22,26,28,18,23,20,26,31,28,29,36,48,45,52,47,60,58,62,66,72,71,78,87,72,81,75,85,83,86,78,70,93,87,87,82,100
criticality,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,7,9,4,11,7,7,16,23,26,23,28,47,40,42,47,52,47,26,57,64,59,45,57,78,83,76,100,76
cross,0,12,18,33,24,47,41,37,66,62,61,42,50,53,27,41,35,70,53,18,36,20,45,50,55,47,35,39,74,51,37,63,49,42,41,31,34,71,37,54,60,95,100,84,93
crossed,7,46,30,23,30,7,46,30,0,15,7,0,15,23,7,15,23,23,23,15,23,38,30,76,53,23,38,30,84,38,69,61,69,61,53,69,76,61,76,46,84,92,100,61,69
crossing,17,21,26,82,100,65,73,73,26,30,30,17,21,21,21,30,34,8,17,0,13,34,21,4,21,34,13,30,56,47,30,26,43,60,65,69,56,69,65,17,65,65,56,65,95
crossover,0,0,1,1,1,0,0,2,3,1,8,12,5,8,11,11,15,11,8,17,20,22,20,31,14,34,29,44,42,57,51,57,58,51,55,67,58,53,62,75,83,87,100,73,77
crystal,5,4,4,0,2,7,6,11,10,9,15,4,7,13,8,8,6,11,8,18,14,25,31,46,47,45,40,52,69,54,59,57,47,44,65,64,70,77,72,78,100,97,89,75,82
crystalline,9,0,7,18,4,15,15,9,22,19,15,13,10,12,18,15,22,21,19,27,36,34,24,51,31,27,46,50,66,45,72,56,57,72,59,60,80,93,65,100,92,84,84,75,80
crystallization,0,0,0,0,0,4,0,0,0,4,0,0,0,4,9,9,13,22,22,22,22,22,22,31,45,13,22,36,45,27,77,54,63,54,86,81,63,77,63,90,90,59,90,95,100
crystals,5,1,10,16,23,17,14,13,14,19,6,6,4,2,2,0,8,9,11,7,9,26,20,40,39,43,50,49,57,64,71,57,73,82,79,89,74,94,87,98,100,77,82,88,78
cs,0,3,30,13,50,23,46,23,20,20,30,33,30,26,50,30,33,36,53,23,33,20,16,43,56,63,43,73,56,66,80,90,80,73,93,63,96,86,66,73,96,76,100,76,46
cu,0,0,0,3,3,3,1,3,5,7,1,3,5,6,6,4,9,10,7,7,11,12,54,100,89,86,91,90,93,92,92,92,77,68,75,81,64,63,49,57,53,47,52,42,46
cubic,0,10,34,2,28,28,18,18,36,23,34,36,13,15,23,15,39,15,7,10,44,44,39,26,23,31,47,34,47,57,84,63,100,44,47,68,71,76,68,65,94,89,100,89,55
cucl,16,33,16,16,0,16,33,33,25,66,25,25,8,33,100,41,33,58,91,16,41,33,16,16,25,58,50,33,41,75,75,58,66,41,66,25,41,33,33,41,66,58,58,16,66
cugeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,84,100,96,80,46,42,26,30,11,0,3,0,0,3,0
cummings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,11,27,38,33,100,77,77,83,50,38,50,11,11,22,33,0,38,0,16,0,27,16,55
cuo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,59,70,89,71,71,100,84,71,69,62,61,65,65,56,65,64,58,68,48,57,50,50
cuprate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,14,14,23,25,28,30,33,38,33,31,36,44,61,36,68,65,52,100,88,82
cuprates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,27,30,25,27,54,69,61,65,63,74,100,92,69,78,85,45,56,81,60
curie,15,53,46,61,84,53,38,23,46,30,53,7,23,7,7,15,23,30,30,7,38,7,15,0,7,23,38,53,69,30,61,30,61,15,53,53,69,92,69,46,100,92,53,61,69
current,1,22,42,46,28,18,18,12,23,16,13,3,5,18,8,4,0,8,0,0,12,2,9,6,13,15,19,32,33,40,41,45,37,46,39,37,53,66,62,88,87,100,89,90,93
currents,0,32,39,28,26,16,39,28,33,37,33,33,37,30,9,16,5,11,1,1,7,13,13,3,13,22,35,33,67,49,45,33,32,54,49,39,64,52,79,71,86,62,79,73,100
curvature,0,0,2,0,0,0,0,0,5,5,0,5,0,2,5,5,2,2,13,25,22,33,16,13,25,25,22,30,44,27,30,52,61,44,38,61,33,36,80,44,41,75,77,80,100
curve,7,38,7,7,7,15,30,84,46,30,7,46,7,15,15,15,15,7,15,15,30,30,15,0,23,30,15,46,30,23,23,7,61,53,15,15,53,100,61,76,53,30,53,30,92
curved,6,0,0,0,6,3,3,6,3,13,24,10,24,31,34,17,10,10,20,37,37,44,41,27,31,34,17,44,65,41,41,58,48,20,44,41,48,48,34,34,34,44,55,58,100
curves,20,6,6,13,33,33,26,20,20,6,13,26,26,6,26,6,13,20,13,0,73,20,40,13,40,53,100,80,6,66,53,46,53,53,80,60,53,100,53,93,53,66,93,66,93
cutoff,0,0,8,25,25,8,16,8,16,8,33,25,8,16,8,0,33,0,41,16,33,8,0,0,8,0,16,25,50,41,25,33,58,25,8,33,41,91,50,50,100,91,91,58,100
cycle,0,0,2,2,2,0,2,5,0,0,0,0,2,0,0,0,0,2,0,0,2,0,2,0,5,5,5,0,7,18,31,31,39,31,39,39,28,39,71,76,60,100,68,100,89
cyclotron,32,22,22,19,41,51,41,29,58,45,6,29,32,16,25,19,25,25,0,22,35,48,64,64,67,38,41,54,83,48,100,35,54,16,54,77,25,29,29,19,25,16,12,45,38
cylinder,15,0,7,7,15,23,0,7,0,0,7,7,15,7,15,23,15,7,15,15,0,0,23,7,0,7,46,23,7,30,23,15,46,30,61,61,53,84,46,23,100,61,92,23,69
cylinders,7,7,14,14,0,21,21,7,0,7,0,7,0,21,0,7,7,7,7,7,7,0,21,28,35,14,7,7,14,57,42,50,28,50,50,35,85,28,78,85,64,71,42,100,78
cylindrical,6,0,0,6,0,0,6,3,0,35,3,3,9,9,6,6,3,19,25,12,25,16,19,12,38,32,22,38,48,51,35,61,67,54,45,35,54,83,74,45,100,96,90,83,96
d,5,0,9,9,10,9,14,18,15,13,8,10,7,10,10,15,11,11,12,13,19,17,19,26,24,27,27,37,51,51,53,58,60,67,76,75,75,90,67,82,85,100,92,99,89
damage,12,18,43,37,25,0,0,0,31,6,18,12,6,12,25,0,12,6,0,0,0,12,31,18,6,0,12,18,56,100,37,31,31,43,25,37,50,37,50,50,56,75,43,75,18
damped,0,13,13,13,13,13,0,33,0,13,6,13,13,33,33,26,20,0,20,40,66,60,66,40,100,60,86,40,66,46,46,53,86,46,60,40,26,46,53,46,40,60,40,26,60
damping,2,0,34,20,14,40,28,22,17,8,31,14,11,14,8,11,17,20,28,22,60,31,25,17,45,40,25,57,34,31,60,54,97,91,45,57,80,48,80,48,74,60,94,97,100
dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,5,4,5,7,8,10,9,9,12,15,15,22,27,33,47,53,60,61,74,100
data,3,0,7,7,3,10,11,19,21,9,6,9,13,7,5,11,4,2,11,10,7,16,12,18,23,34,24,24,44,39,43,32,36,49,60,48,75,90,78,80,84,87,91,90,100
dc,0,10,0,17,7,25,21,25,10,21,25,14,14,10,17,0,28,21,10,39,21,32,42,39,50,50,32,35,50,64,64,60,53,53,53,57,67,39,42,64,39,71,100,85,82
de,8,40,22,14,8,24,18,12,18,0,4,4,12,22,10,12,12,16,10,18,26,32,22,20,32,14,16,30,40,51,55,36,18,55,61,63,79,89,93,100,95,77,69,93,100
debye,27,36,27,45,18,9,27,45,0,27,18,27,18,18,27,63,54,45,18,27,9,63,27,18,81,54,63,45,54,27,36,36,81,45,72,81,72,54,27,45,27,45,54,90,100
decay,25,20,39,31,27,23,33,27,26,37,24,29,15,11,0,14,16,29,38,25,36,35,20,32,38,41,29,38,58,56,44,67,55,56,69,63,68,65,50,68,100,73,64,87,74
decaying,0,0,7,7,14,0,7,7,3,0,7,14,7,7,3,3,3,7,14,7,29,7,14,11,14,11,11,29,14,25,37,25,55,22,48,37,37,37,37,81,62,100,66,81,92
decays,7,10,12,20,14,2,3,7,1,0,7,8,13,10,1,7,5,6,5,7,3,13,5,10,21,27,32,29,37,38,42,52,49,57,53,59,48,76,64,83,99,94,91,100,87
decoherence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,7,13,4,13,18,12,19,25,29,54,53,63,66,100,84,77,95,68
decomposition,8,4,8,0,4,4,8,13,0,8,8,8,8,0,26,21,17,26,34,30,30,34,43,69,56,26,60,73,86,69,100,100,91,78,78,60,73,60,56,86,100,86,52,91,56
deconfinement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,23,69,46,38,38,23,38,0,23,7,15,0,15,23,23,46,23,69,38,38,92,100,84,69,76,69
decoupling,0,5,0,0,11,11,23,17,17,11,17,29,11,5,5,17,23,17,23,52,5,11,11,5,11,23,23,41,29,41,52,52,47,41,23,35,64,82,76,52,47,100,82,58,100
deep,9,3,0,9,28,65,50,62,84,100,56,43,53,87,87,59,84,87,71,78,68,71,78,90,84,93,87,65,78,90,59,96,93,90,93,56,81,81,68,81,68,90,90,81,71
deeply,0,0,0,0,9,9,9,9,9,9,0,18,18,36,36,18,36,9,27,18,9,18,0,27,9,0,27,9,0,18,0,18,36,63,54,72,81,100,63,45,36,72,100,63,100
defect,0,1,5,0,5,2,2,14,0,0,1,10,16,14,16,26,16,22,31,13,40,53,53,68,94,77,76,52,70,92,67,64,70,70,73,74,73,62,82,83,64,89,74,97,100
defects,3,0,4,6,7,9,3,6,7,5,7,17,2,10,17,12,10,9,26,31,23,20,47,51,39,59,49,64,82,59,87,100,82,82,86,95,80,76,78,93,82,94,76,83,79
deficient,4,9,14,4,14,14,4,4,4,9,9,0,4,14,0,14,19,19,4,4,4,4,28,38,14,28,28,23,52,66,42,100,38,38,28,42,28,28,19,28,23,61,61,42,47
deformation,5,3,0,10,5,11,5,16,8,13,8,0,13,15,15,13,13,3,6,16,18,23,18,23,15,27,35,20,35,23,30,32,42,52,40,27,37,44,38,67,54,74,55,100,54
deformations,0,0,12,6,0,12,18,18,12,18,6,6,18,12,12,12,18,18,12,31,6,0,12,18,18,31,18,25,25,18,43,37,50,87,31,50,50,43,50,62,81,75,43,100,56
deformed,21,16,32,0,8,27,18,13,18,16,27,18,18,18,2,2,10,13,35,27,18,16,40,56,27,24,29,45,43,78,56,32,40,59,75,94,72,67,37,100,72,83,70,97,70
degeneracy,15,21,15,21,63,47,26,26,36,15,0,5,15,36,26,15,0,15,15,47,5,31,42,5,15,5,10,42,52,26,31,52,42,47,26,36,68,100,26,52,68,57,63,63,57
degenerate,25,19,0,25,50,27,25,13,5,11,16,5,8,11,5,13,33,13,36,33,38,38,33,27,47,50,38,30,66,63,47,55,41,47,63,72,91,72,100,91,69,80,63,77,63
degree,0,0,4,8,4,0,0,0,0,4,8,13,0,4,13,0,4,4,17,13,17,21,13,21,4,13,17,8,21,13,26,8,21,13,26,26,47,65,60,34,60,82,78,60,100
degrees,0,16,5,5,0,5,16,5,11,5,11,11,16,27,11,11,16,11,11,22,33,38,44,22,22,33,55,72,38,50,44,83,38,50,44,33,50,61,50,50,66,66,61,100,83
delay,3,3,0,3,3,9,0,9,0,0,3,6,3,3,3,6,12,6,16,6,3,3,19,16,22,6,16,22,12,19,32,45,41,48,61,45,48,74,93,90,83,38,77,83,100
delayed,2,5,5,0,11,8,2,11,0,8,0,5,11,0,5,8,14,23,20,5,23,11,14,11,32,20,14,29,41,58,38,20,47,44,55,20,67,55,58,67,61,47,100,58,58
delocalization,0,0,0,0,0,8,8,4,0,0,0,0,13,0,8,4,0,4,26,8,17,21,17,26,0,43,26,34,43,34,52,47,30,47,34,100,56,56,52,65,69,73,56,60,69
demonstration,0,0,3,3,0,0,10,6,3,6,0,0,3,3,0,3,3,6,6,6,13,10,10,16,16,13,20,13,13,30,36,43,16,23,10,36,36,46,43,43,73,86,100,86,90
dendritic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,100,100,70,70,60,40,50,80,40,70,80,40,70,80,30,40,40,20,50,30,60,40,60,40
dense,3,0,3,10,7,9,7,6,7,6,27,13,13,15,6,12,18,29,18,30,58,26,46,38,43,41,41,69,44,44,76,50,38,46,60,55,73,78,70,87,87,72,73,76,100
densities,0,32,10,10,25,21,32,42,64,57,50,46,39,64,39,42,75,53,53,60,50,60,78,96,64,50,75,78,75,64,60,100,50,96,78,96,100,89,71,71,75,67,100,92,75
density,0,0,1,2,3,4,3,4,4,5,9,10,10,12,9,13,18,20,22,27,30,33,39,40,43,39,39,39,44,52,47,53,55,47,62,58,64,73,63,69,85,83,92,100,97
dependence,0,4,11,15,12,16,18,17,25,25,21,19,19,39,18,22,28,32,33,33,27,41,42,54,51,48,66,59,86,99,63,90,62,70,72,64,69,87,58,86,100,94,97,88,80
dependent,0,0,1,7,10,7,5,8,6,9,9,10,13,13,12,19,19,22,17,21,23,22,23,29,33,33,38,35,40,40,42,50,51,58,57,55,64,77,64,76,94,82,99,100,92
dephasing,0,0,0,0,0,0,2,0,0,2,0,0,4,0,11,13,2,2,6,9,13,11,20,15,25,6,18,18,20,22,13,25,43,29,52,43,61,88,54,84,79,72,100,84,79
depinning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,0,12,0,12,12,12,12,31,12,31,31,37,75,56,62,37,50,62,62,75,75,100,68,18,56,56,62,68
depletion,0,0,0,0,5,0,5,5,0,0,0,11,0,0,0,5,0,11,11,11,11,23,11,23,29,17,29,23,11,17,29,17,35,41,100,29,52,70,41,47,52,88,82,41,47
depolarization,22,11,22,44,0,0,22,11,55,22,0,22,11,44,0,22,44,44,33,44,55,33,0,11,22,55,44,22,77,66,22,22,11,44,22,33,22,33,22,44,100,22,11,66,44
deposited,5,0,5,10,5,5,0,0,0,5,0,5,15,5,5,5,21,5,15,21,21,21,10,31,36,15,52,52,94,100,52,73,42,68,78,36,42,73,47,63,57,73,31,68,47
deposition,0,0,0,2,2,2,0,0,0,0,0,11,8,2,5,2,5,5,14,5,26,11,11,17,47,52,58,58,79,82,100,50,67,70,58,76,94,79,61,73,85,61,79,32,94
depth,3,0,0,0,0,7,3,0,0,15,11,7,0,7,3,11,0,7,0,11,15,23,26,46,23,26,30,65,50,53,73,61,57,92,46,69,65,73,42,57,76,38,57,53,100
der,0,8,12,24,24,16,16,28,28,20,40,24,0,28,24,20,8,24,24,16,40,48,56,36,20,28,20,40,44,52,60,48,36,40,48,68,52,92,64,60,60,84,92,100,80
derivation,16,11,44,16,38,55,27,27,11,22,50,11,0,33,27,16,55,50,55,100,88,55,61,83,50,61,44,66,27,72,61,83,33,44,44,61,55,61,44,50,55,72,66,83,55
derivative,0,4,4,0,0,4,4,24,4,0,12,12,20,8,20,16,0,16,8,20,44,32,28,24,16,24,24,24,20,36,40,20,28,24,44,40,24,76,32,32,28,36,52,100,52
derived,0,11,5,5,5,0,5,5,5,5,5,23,5,17,17,17,17,23,35,11,29,35,52,41,23,0,76,52,64,23,41,64,100,29,47,47,58,70,52,52,47,58,52,76,47
description,0,2,1,5,20,17,13,9,4,25,16,16,16,18,27,22,17,28,20,11,16,26,43,40,35,47,44,50,50,70,67,59,68,64,82,59,81,87,75,75,100,80,82,93,96
design,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,9,0,0,3,3,3,9,6,19,22,19,16,29,48,19,58,48,74,77,100,70
desorption,4,0,0,0,0,12,0,4,12,4,4,8,12,16,25,33,62,75,37,41,70,29,75,79,66,41,100,91,91,79,62,70,58,70,83,75,79,75,41,70,50,54,25,41,70
destruction,0,12,12,25,0,25,37,50,12,0,37,0,50,0,0,37,12,0,25,0,12,37,37,37,75,50,37,37,62,12,100,50,37,62,75,12,75,50,87,62,75,75,75,100,100
detachment,18,9,18,18,0,0,9,9,9,45,9,18,18,18,54,27,0,18,9,63,63,36,9,27,45,100,54,63,45,54,90,72,72,27,100,36,81,63,45,63,27,45,45,54,36
detailed,0,0,11,5,5,11,5,17,11,5,17,23,5,17,5,5,11,17,29,17,17,23,23,17,17,11,29,23,17,58,23,35,58,41,35,52,52,100,64,29,64,47,70,41,23
detected,0,0,5,0,0,11,11,11,11,0,16,0,5,22,11,5,5,16,27,27,44,61,44,72,50,77,72,61,77,55,77,38,50,50,61,61,33,83,100,83,83,77,77,61,22
detecting,0,0,3,0,0,0,0,3,0,0,0,6,6,0,10,3,0,0,3,0,3,20,20,17,6,3,0,10,10,27,17,31,37,20,34,24,51,27,34,41,44,100,86,65,89
detection,3,2,5,6,15,3,7,11,4,5,8,5,8,5,4,0,4,9,9,10,16,20,14,27,19,22,22,25,30,28,22,31,28,36,25,41,44,47,59,81,85,85,81,90,100
detector,0,2,2,5,0,2,5,2,5,5,10,13,0,2,2,10,0,2,21,18,7,21,15,26,13,39,34,21,13,21,15,21,28,52,28,34,31,36,39,55,52,71,73,60,100
detectors,0,3,6,3,6,0,3,3,0,0,0,10,6,10,3,3,6,0,3,16,30,13,3,30,20,3,23,30,30,20,20,30,33,26,30,30,50,66,66,43,100,40,80,96,73
determination,6,12,8,18,7,8,26,0,3,7,11,5,21,11,6,11,11,30,12,16,50,52,46,38,45,53,43,56,100,62,80,83,66,66,40,73,55,47,61,72,52,67,98,88,62
determined,0,20,10,20,13,26,6,33,30,23,20,20,13,26,6,23,20,26,20,40,13,30,36,36,46,50,76,66,100,66,86,46,53,86,66,53,56,80,26,56,56,63,66,53,70
determining,10,10,10,15,0,20,15,25,15,5,10,10,20,20,20,15,15,5,5,5,10,30,20,15,10,20,35,45,35,40,50,40,45,55,35,35,45,30,40,60,70,55,85,100,55
deterministic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,12,0,16,8,16,20,20,28,36,44,52,32,40,12,40,28,60,60,56,60,56,60,76,84,52,80,100
deuterium,5,33,0,66,33,66,50,38,50,22,5,61,38,22,0,50,38,61,61,27,66,44,55,50,88,88,44,55,66,61,100,38,77,88,55,66,88,88,61,38,44,33,61,22,38
deuteron,72,81,81,50,40,72,63,36,59,54,40,0,22,27,27,50,95,81,50,45,54,50,68,68,100,100,36,22,40,63,77,31,45,54,81,54,81,63,68,18,50,59,54,50,36
deuterons,90,54,90,45,100,81,18,27,81,54,63,36,27,54,54,18,45,36,9,18,27,27,0,0,27,0,18,18,63,18,9,36,18,0,27,27,36,27,0,9,9,0,36,0,9
development,16,5,0,0,16,11,11,0,0,11,16,5,0,22,16,33,16,27,27,16,22,16,61,44,27,38,22,22,11,5,27,22,27,38,38,27,50,38,27,66,72,66,50,72,100
deviations,22,22,11,22,22,66,11,33,44,66,22,22,55,11,11,55,22,33,22,33,33,0,22,66,66,33,55,22,33,55,33,33,33,22,22,44,66,66,55,33,100,66,55,55,77
device,0,0,0,0,0,8,0,4,0,4,21,0,4,0,0,13,4,4,4,21,8,13,17,26,17,17,8,8,17,13,13,26,17,34,30,30,60,34,39,56,100,82,69,47,65
devices,5,0,0,2,0,2,2,5,2,0,0,0,0,2,0,0,2,0,8,2,5,0,5,16,16,13,13,22,16,25,16,25,30,22,38,19,38,47,55,83,100,94,88,100,88
diagonal,13,6,6,0,0,13,33,13,13,6,26,33,73,53,20,13,40,33,46,33,0,20,40,53,46,6,26,26,40,33,60,33,26,66,93,40,100,80,53,60,93,73,40,86,66
diagonalization,9,0,0,0,0,18,9,9,0,9,0,0,0,18,9,9,0,0,0,0,0,9,0,36,72,27,18,36,63,100,45,63,54,81,36,45,54,63,45,27,18,27,100,72,81
diagram,2,0,1,4,7,4,3,5,5,5,5,7,7,7,5,13,5,12,12,21,20,21,21,30,38,28,45,48,60,47,56,65,72,64,68,65,77,94,86,100,93,96,95,100,98
diagrams,7,0,3,3,25,46,17,7,14,0,10,25,17,28,39,32,35,32,28,21,28,46,53,39,39,42,28,32,32,39,89,53,60,57,50,89,67,28,85,35,71,50,60,78,100
diamagnetic,16,0,8,25,33,41,25,33,50,8,8,25,25,25,8,16,16,8,16,8,33,25,16,41,75,100,75,66,50,33,25,33,41,91,33,41,33,50,25,33,33,58,41,58,50
diamond,5,9,13,5,5,13,7,15,7,13,9,0,7,11,0,1,11,11,11,11,13,13,5,20,26,35,35,54,79,83,84,67,64,71,67,83,67,62,52,54,50,83,62,71,100
diatomic,4,9,9,0,28,19,19,33,38,47,57,19,33,4,19,23,19,19,28,28,28,38,28,47,28,38,71,47,61,71,38,90,57,76,76,47,52,33,38,19,80,76,85,100,85
dichroism,3,3,0,9,6,9,9,9,9,9,9,0,6,3,0,6,6,3,3,9,12,3,0,6,9,18,57,63,72,81,100,84,90,96,72,72,54,60,84,87,60,78,87,96,51
dicke,0,0,5,10,5,5,36,0,36,21,5,21,10,31,21,5,5,15,5,10,5,26,5,5,10,21,26,15,21,15,36,26,36,47,73,15,31,47,36,36,31,47,68,100,84
dielectric,0,4,8,16,13,16,14,24,12,17,14,15,9,13,12,16,20,26,20,26,18,37,25,25,27,40,44,48,38,48,32,52,53,59,63,67,66,75,55,87,77,100,99,67,64
dielectrics,7,14,0,7,0,7,14,14,14,21,57,21,14,7,0,0,7,21,7,14,0,14,14,21,14,14,28,42,21,14,50,71,78,57,50,42,21,28,57,100,28,64,42,35,57
dielectronic,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,15,25,5,50,50,40,75,65,55,100,50,45,70,40,25,25,55,30,70,55,40,45,50,40,45,20,5,15,35,20
difference,38,71,57,66,42,23,23,28,33,9,19,14,23,19,0,19,19,0,33,14,42,14,23,38,61,42,47,28,28,76,47,47,57,57,52,66,33,33,57,85,66,100,100,80,61
differences,38,30,30,46,7,0,38,23,61,15,46,38,53,7,53,15,15,23,30,38,38,7,15,15,53,23,23,7,84,84,30,30,84,100,38,38,30,53,30,15,53,15,53,69,38
different,4,0,1,1,6,9,1,12,6,6,12,12,3,6,3,4,11,9,11,9,7,14,26,20,22,15,19,23,25,31,28,44,46,42,50,41,36,55,55,84,74,60,100,74,61
differential,0,6,13,18,13,25,9,38,29,22,22,27,22,29,25,6,22,29,15,27,25,31,45,43,38,45,43,45,75,72,54,59,59,52,52,45,70,72,38,56,61,54,79,86,100
diffraction,3,0,5,15,14,15,23,17,20,19,19,11,14,16,19,18,15,23,38,30,35,34,57,57,54,54,50,66,83,58,76,51,73,77,73,61,67,64,65,85,98,86,87,100,99
diffractive,0,0,0,8,4,8,20,29,62,62,37,33,37,33,20,20,25,25,12,8,12,0,0,8,12,8,16,12,4,25,33,50,58,62,100,66,37,37,41,20,25,33,58,37,45
diffuse,15,5,5,0,15,0,25,10,20,10,20,35,0,35,20,30,10,5,10,10,40,15,15,50,70,45,25,35,40,35,85,50,90,25,65,45,50,45,75,70,80,80,50,100,95
diffusion,0,4,3,9,9,7,11,13,13,6,6,1,9,14,6,12,15,20,26,29,43,37,38,42,60,51,53,69,57,69,90,91,78,88,68,77,76,100,85,84,95,97,73,85,96
diffusive,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,5,5,10,21,7,18,18,13,13,36,21,21,42,42,34,47,68,52,47,52,55,65,73,100,81,78,71,68
dilaton,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,7,7,3,11,70,100,88,62,88,100,55,59,55,48,40,29,40,48,44,55,40
dilepton,0,0,0,0,0,0,0,0,0,0,0,41,25,8,33,16,58,0,8,0,58,16,8,16,25,25,50,41,83,75,83,66,50,100,50,33,41,75,75,33,66,75,66,66,66
dilute,0,36,65,81,29,100,43,47,56,47,50,38,18,13,27,31,22,22,25,31,45,22,27,18,25,20,15,36,27,40,4,22,25,27,11,45,70,86,90,56,72,52,79,88,45
diluted,2,0,0,2,2,0,0,2,2,0,8,4,4,2,0,6,8,8,23,12,34,27,34,34,34,23,38,38,44,46,23,36,31,38,36,40,57,63,68,61,100,76,42,53,38
dimension,2,0,2,10,2,0,23,15,6,15,8,10,8,17,23,8,19,15,39,58,52,58,63,60,76,56,69,65,73,60,69,86,86,67,95,76,82,100,69,65,78,95,86,86,91
dimensional,0,0,1,1,3,2,2,4,6,9,8,11,11,14,14,13,17,15,24,23,30,35,32,35,42,43,52,61,66,71,73,71,68,67,69,74,80,83,81,85,100,95,91,89,87
dimensionality,0,6,6,20,20,6,20,6,26,6,26,20,33,0,33,46,33,73,46,33,33,80,60,26,20,40,26,46,33,60,46,46,46,26,46,40,40,73,60,53,46,80,100,60,53
dimensions,1,1,2,1,0,4,7,4,7,10,11,16,13,11,18,20,22,21,30,32,33,30,30,43,44,42,37,55,52,57,48,47,45,48,57,75,81,100,71,61,69,67,57,79,65
dimer,0,2,0,2,2,0,0,0,0,2,5,0,5,2,0,5,5,5,12,20,22,12,12,22,35,22,30,30,35,60,60,57,57,77,70,55,40,82,65,62,82,100,85,97,55
dimers,0,0,0,0,0,11,0,5,0,5,22,11,5,5,5,0,5,16,16,5,5,22,5,0,16,16,16,33,50,61,55,72,88,61,55,50,55,66,72,66,100,83,61,100,77
dinger,10,15,25,5,0,2,2,10,5,15,2,23,12,10,15,17,17,23,38,41,38,33,38,48,61,64,58,76,79,82,79,97,89,94,76,89,66,92,58,71,87,71,79,100,74
