	0	0	0	0
leichter	27.86	28.95	99.9	27.86
leid	34.05	33.8	99.86	34.05
leiden	27.86	32.75	99.89	27.86
leidenschaft	0	34.78	99.9	0
leider	45.34	25.64	99.98	45.34
leidet	25.01	59.73	99.96	25.01
leipzig	0	37.34	99.96	0
leipziger	0	42.94	99.92	0
leise	25.01	60.15	99.91	26.99
leisten	26.99	23.61	99.95	28.66
leistung	0	34.78	99.86	0
lenin	0	31.6	99.93	0
lenz	0	9.13	99.89	0
lernen	38.61	51.56	99.84	43.12
lernt	26.99	47.23	99.98	26.99
lesen	30.11	53.74	99.89	31.98
leser	0	40.12	99.89	0
lesezeichen	0	0	99.93	0
letzte	100	60.69	100	100
letzten	32.53	61.21	99.89	37.64
letzter	33.06	31.6	99.9	33.06
letztes	25.01	30.34	99.92	25.01
leute	0	56.54	99.84	0
leverkusen	0	63.84	99.99	0
lexikon	0	0	99.98	0
libanon	0	47.94	99.9	0
liberal	23.86	30.34	99.98	23.86
liberale	28.66	55.99	99.92	30.11
liberalen	26.99	47.59	99.98	26.99
libyen	0	72.66	100	0
licht	11.93	41.32	99.9	11.93
liebe	23.86	57.25	99.85	25.01
lieben	25.01	37.34	99.92	28.66
liebsten	31.39	18.27	99.98	31.39
liebt	29.41	27.4	99.85	29.41
lied	0	25.64	99.86	0
lieder	0	23.61	99.99	0
liegen	26.04	28.95	99.93	28.66
liegt	37.29	49.57	99.89	39.22
liest	21.13	25.64	99.89	26.04
ließ	0	27.4	99.93	0
liga	0	59.73	99.95	0
limericks	0	0	99.98	0
linie	21.13	53.51	99.93	25.01
linke	30.77	54.6	99.85	30.77
linken	23.86	54.81	99.92	23.86
links	45.67	60.15	99.89	53.36
linkspartei	0	52.57	99.99	0
lissabon	0	55.01	99.95	0
liste	0	52.57	99.98	0
literarische	23.86	18.27	99.95	28.66
literatur	7.52	62.07	99.9	7.52
live	19.46	42.94	99.92	19.46
lob	0	31.6	99.87	0
lobby	0	34.78	99.91	0
loch	11.93	35.69	99.89	19.46
lockt	37.97	33.8	99.86	37.97
logelei	0	0	99.95	0
logik	0	9.13	99.92	0
lohn	0	28.95	99.91	0
lohnpolitik	0	14.47	100	0
lohnt	15.05	33.8	99.89	15.05
london	7.52	57.91	99.89	7.52
londoner	0	21.21	99.91	0
lothar	0	33.8	99.92	0
luchs	0	31.6	99.98	0
ludwig	0	18.27	99.91	0
luft	0	43.43	99.87	0
luftfahrt	0	30.34	99.9	0
lufthansa	0	53.05	99.87	0
luftverkehr	15.05	39.48	99.91	15.05
lust	0	37.34	99.91	0
luther	0	18.27	99.98	0
luxemburg	0	39.48	99.92	0
luxus	0	30.34	99.89	0
lyrik	0	41.88	99.98	0
l�	0	0	99.99	0
lächeln	0	25.64	99.87	0
länder	0	63.94	99.86	0
ländern	0	60.15	99.93	0
länger	0	40.73	99.91	0
längst	0	57.25	99.96	0
lärm	0	27.4	99.89	0
lässt	0	74.95	99.98	0
läuft	0	38.8	99.9	0
läßt	0	14.47	99.92	0
löhne	0	21.21	99.91	0
lösen	0	30.34	99.92	0
löst	0	45.67	99.95	0
lösung	0	50.17	99.92	0
löw	0	45.25	99.95	0
löwe	0	23.61	99.92	0
löwen	0	14.47	99.89	0
lücke	0	25.64	99.9	0
lüge	0	25.64	99.93	0
lügen	0	37.34	99.89	0
maastricht	0	18.27	99.99	0
mach	28.66	30.34	99.86	28.66
macher	7.52	18.27	99.99	7.52
machtkampf	0	40.12	99.87	0
machtlos	19.46	49.87	99.98	19.46
machtwechsel	0	35.69	99.86	0
made	11.93	14.47	99.86	11.93
madrid	0	47.23	99.9	0
mafia	0	38.8	99.9	0
magazin	0	21.21	100	0
magnet	0	9.13	99.95	0
magnus	0	32.75	99.98	0
mai	0	49.87	99.92	0
mailand	0	23.61	99.91	0
main	0	25.64	99.95	0
mainz	0	62.18	99.92	0
maizi�	0	0	99.96	0
maler	0	21.21	99.89	0
mallorca	0	21.21	99.89	0
mama	0	31.6	99.92	0
management	19.46	28.95	99.92	19.46
manager	0	48.94	99.9	0
manchmal	21.13	44.38	99.92	21.13
manfred	0	14.47	99.99	0
mangel	0	28.95	99.95	0
mannes	0	21.21	99.95	0
mao	0	28.95	99.86	0
maria	0	30.34	99.92	0
mario	0	60.56	99.95	0
marion	7.52	25.64	99.99	7.52
mark	0	37.34	99.9	0
markt	11.93	49.87	99.89	11.93
marktwirtschaft	0	21.21	99.92	0
mars	0	32.75	99.84	0
marsch	21.13	25.64	99.89	25.01
martin	0	40.12	99.87	0
marx	0	44.38	99.93	0
maschine	19.46	31.6	99.93	19.46
maschinen	0	27.4	99.93	0
maske	0	23.61	99.95	0
massaker	0	53.28	99.89	0
masse	0	18.27	99.89	0
massen	0	30.34	99.95	0
mat	0	61.33	100	0
mathematik	7.52	23.61	99.91	7.52
mauer	0	27.4	99.89	0
mauerfall	0	31.6	99.96	0
mauern	11.93	23.61	99.89	11.93
maus	0	47.23	99.92	0
maut	0	36.54	99.99	0
max	0	25.64	99.89	0
maß	0	34.78	99.89	0
mecklenburg	0	23.61	99.96	0
medien	19.46	54.39	99.92	19.46
medizin	0	48.94	99.85	0
meer	0	42.94	99.89	0
mehrheit	0	61.95	99.93	0
meint	0	27.4	0	0
meinung	0	39.48	99.92	0
meisten	36.19	30.34	99.91	36.57
meister	15.05	41.32	99.91	15.05
menge	0	30.34	99.92	0
menschenrechte	0	44.38	99.89	0
menschheit	0	30.34	99.92	0
mercedes	0	27.4	99.93	0
merkel	0	88.83	99.98	0
merkels	0	59.45	99.96	0
messe	21.13	25.64	99.9	21.13
messer	0	14.47	99.91	0
metall	27.86	27.4	99.92	27.86
meter	11.93	30.34	99.89	11.93
methode	0	27.4	99.89	0
metropole	0	18.27	99.98	0
mexiko	0	40.73	99.9	0
meyer	0	28.95	99.98	0
michael	0	56.54	99.87	0
michail	0	21.21	99.96	0
microsoft	0	46.85	99.9	0
migranten	0	40.73	99.98	0
militär	0	42.42	99.87	0
militärs	0	27.4	99.98	0
milliarden	0	77.65	99.89	0
million	0	25.64	99.9	0
millionen	0	56.72	99.91	0
mindestens	17.48	30.34	99.96	17.48
mindestlohn	0	44.82	99.98	0
mini	0	27.4	99.95	0
minister	0	42.42	99.89	0
ministerpräsident	0	38.09	99.92	0
ministerpräsidenten	0	25.64	99.98	0
minute	11.93	31.6	99.87	11.93
minuten	0	42.94	99.89	0
missbrauch	0	55.41	100	0
mission	0	47.23	99.9	0
mitarbeiter	0	43.43	99.89	0
mitarbeitern	0	25.64	99.85	0
mitbestimmung	0	18.27	99.93	0
miteinander	36.94	32.75	99.98	39.79
mitglied	0	30.34	99.91	0
mitleid	0	18.27	99.92	0
mitte	0	60.15	99.87	0
mittelalter	0	28.95	99.85	0
mittelmeer	0	36.54	99.9	0
mitten	30.11	28.95	99.92	30.11
mißtrauen	0	0	99.93	0
mobil	21.13	21.21	99.9	21.13
mode	27.86	46.08	99.84	27.86
modell	0	28.95	99.92	0
modern	26.04	14.47	99.9	33.06
moderne	39.79	48.61	99.95	39.79
modernen	23.86	31.6	99.93	29.41
modernes	17.48	9.13	99.98	19.46
monat	0	18.27	99.92	0
monate	0	30.34	99.95	0
monaten	0	23.61	99.95	0
mond	7.52	38.09	99.86	7.52
monopol	0	14.47	99.89	0
monster	0	39.48	99.87	0
moral	0	48.61	99.92	0
mord	0	48.61	99.87	0
moskau	0	56.18	99.89	0
moskauer	0	25.64	99.95	0
moskaus	0	28.95	99.89	0
mozart	0	23.61	99.89	0
mr	0	25.64	99.89	0
mund	0	23.61	99.91	0
museen	0	21.21	99.9	0
museum	0	44.82	99.91	0
musik	7.52	60.69	99.87	7.52
musiker	0	46.85	99.9	0
musiktheater	0	25.64	99.92	0
muslime	0	36.54	99.95	0
mut	17.48	45.67	99.89	17.48
mutter	25.01	38.8	99.89	25.01
mußte	0	0	99.95	0
mythen	0	27.4	99.89	0
mythos	0	38.8	99.89	0
mÄrkte	0	0	99.89	0
mächtigen	0	21.21	99.93	0
mädchen	0	33.8	99.87	0
männer	0	50.46	99.9	0
märchen	0	32.75	99.96	0
märkte	0	39.48	99.9	0
märz	0	48.61	99.98	0
möglichkeiten	0	25.64	99.95	0
mörder	0	46.47	99.86	0
müde	0	25.64	99.91	0
müll	0	33.8	99.9	0
müller	0	40.12	99.91	0
münchen	0	60.95	99.87	0
münchner	0	38.09	99.89	0
mütter	0	25.64	99.87	0
nachbarn	0	47.23	99.92	0
nachdenken	7.52	23.61	99.9	7.52
nachfolge	0	40.73	99.93	0
nachfolger	0	34.78	99.92	0
nachlese	0	9.13	99.98	0
nachrichten	22.58	59.45	99.95	23.86
nachruf	0	46.85	99.89	0
nacht	17.48	47.59	99.89	17.48
nachts	17.48	14.47	99.89	17.48
nachwuchs	0	30.34	99.89	0
nackt	23.86	28.95	99.91	23.86
nah	38.92	33.8	99.91	38.92
nahe	26.04	28.95	99.93	30.77
nahen	11.93	25.64	99.98	11.93
naher	0	41.32	99.89	0
nahost	11.93	72.28	99.89	11.93
name	0	33.8	99.89	0
namen	26.99	42.94	99.89	34.51
namens	15.05	23.61	99.89	15.05
namo	17.48	56.54	100	22.58
nase	0	25.64	99.93	0
nation	0	34.78	99.9	0
nationale	22.58	47.59	99.95	22.58
nationalen	27.86	25.64	99.98	27.86
nationalismus	0	28.95	99.98	0
nationalmannschaft	0	41.32	99.91	0
nationalsozialismus	0	28.95	99.93	0
nationen	11.93	56.54	99.91	11.93
nato	0	63.84	99.86	0
natur	0	37.34	99.95	0
nazi	0	53.51	99.93	0
nazis	0	48.94	99.93	0
ndr	0	30.34	100	0
ne	42.7	31.6	99.91	44.29
nebbich	0	0	99.91	0
nebel	0	9.13	99.92	0
nehmen	33.06	53.05	99.93	34.51
nennen	25.01	47.23	99.89	25.01
nennt	28.66	43.91	99.91	30.77
neonazis	0	58.7	99.98	0
nerven	7.52	25.64	99.84	7.52
netanjahu	0	58.86	99.99	0
netz	0	63.74	99.92	0
netzwerke	0	61.33	99.99	0
neu	37.97	61.46	99.91	38.61
neuem	19.46	42.42	99.95	19.46
neuer	32.53	61.46	99.84	34.96
neues	34.05	58.55	99.93	34.05
neuwahlen	0	48.28	99.91	0
new	0	53.51	99.91	0
nicaragua	0	9.13	99.96	0
niedergang	0	35.69	99.99	0
niederlage	0	31.6	99.91	0
niederlande	0	38.09	99.95	0
niedersachsen	0	41.32	99.93	0
niemals	22.58	25.64	99.91	34.51
niemandsland	0	14.47	99.98	0
nigeria	0	43.43	99.95	0
nimmt	45.83	60.56	99.91	46.3
nixon	0	14.47	99.96	0
no	11.93	31.6	99.91	11.93
nobelpreis	15.05	51.02	99.84	15.05
nobelpreisträger	0	36.54	99.91	0
norbert	0	40.73	99.93	0
nord	7.52	42.94	99.98	7.52
norden	0	31.6	99.91	0
nordirland	0	23.61	99.93	0
nordkorea	0	58.23	99.98	0
nordrhein	23.86	57.58	99.92	28.66
nordsee	0	18.27	99.92	0
normal	21.13	28.95	99.93	21.13
normale	22.58	28.95	99.96	22.58
normalität	0	25.64	99.9	0
norwegen	0	40.12	99.96	0
not	49.46	35.69	99.87	50.23
noten	11.93	43.43	99.91	11.93
notizen	0	18.27	99.96	0
november	0	49.87	99.95	0
npd	0	60.82	99.9	0
nr	0	40.73	100	0
nrw	11.93	57.58	99.99	11.93
ns	15.05	47.23	99.93	22.58
nsa	0	66.03	99.99	0
nsu	0	73.23	100	0
null	26.99	37.34	99.93	26.99
nummer	0	34.78	99.92	0
nutzen	27.86	45.67	99.92	27.86
nächste	0	44.38	99.89	0
nächsten	0	34.78	99.93	0
nächte	0	30.34	99.92	0
nähe	0	33.8	99.9	0
näher	0	28.95	99.92	0
nötig	0	23.61	99.89	0
nürnberg	0	63.42	99.93	0
nützt	0	18.27	99.92	0
obama	0	79.6	99.98	0
obamas	0	61.46	99.99	0
of	44.65	84.22	99.9	46.3
offenbar	26.99	47.59	99.96	26.99
offene	25.01	34.78	99.84	25.01
offenen	17.48	31.6	99.89	17.48
offener	19.46	25.64	99.89	19.46
offensive	7.52	35.69	99.91	7.52
oh	17.48	31.6	99.93	23.86
ohnmacht	0	18.27	99.92	0
ohr	0	36.54	99.87	0
ohren	0	27.4	99.87	0
oktober	0	53.74	99.92	0
olympia	7.52	42.42	99.95	7.52
olympische	7.52	33.8	99.95	7.52
olympischen	17.48	33.8	99.92	17.48
on	32.53	31.6	99.91	32.53
onkel	17.48	18.27	99.91	17.48
online	0	0	0	0
opel	0	69.29	100	0
oper	0	45.25	99.89	0
operation	0	39.48	99.89	0
opfer	0	55.41	99.86	0
opposition	0	65.68	99.89	0
optimismus	0	31.6	99.95	0
ort	0	43.43	99.91	0
oscar	0	58.23	99.92	0
oskar	0	31.6	99.89	0
ost	7.52	40.12	99.93	7.52
ostberlin	0	0	99.98	0
ostdeutsche	21.13	33.8	99.98	21.13
ostdeutschen	21.13	21.21	99.93	21.13
ostdeutschland	15.05	30.34	100	15.05
osten	0	49.26	99.95	0
osteuropa	11.93	33.8	99.96	11.93
ostpolitik	0	27.4	99.95	0
ostsee	0	28.95	99.96	0
otto	0	38.09	99.89	0
out	15.05	34.78	99.93	15.05
paar	26.04	30.34	99.91	31.39
pakistan	22.58	52.57	99.95	22.58
pakt	0	21.21	99.92	0
palästina	0	47.59	99.87	0
palästinenser	0	53.74	99.93	0
panik	0	68.94	99.85	0
panne	0	25.64	99.9	0
pannen	0	41.88	99.98	0
panzer	0	44.82	99.91	0
papa	0	18.27	99.92	0
papier	7.52	23.61	99.89	7.52
papst	7.52	56.9	99.86	7.52
paradies	0	37.34	99.84	0
paragraphen	0	0	99.96	0
paris	0	58.55	99.87	0
pariser	0	18.27	99.89	0
park	0	37.34	99.91	0
parlament	11.93	63.31	99.92	11.93
parlamentswahl	0	61.21	99.95	0
partei	0	52.32	99.91	0
parteien	7.52	50.74	99.95	7.52
parteitag	30.77	61.33	99.83	30.77
partner	0	46.47	99.89	0
partnerschaft	0	27.4	99.95	0
party	0	50.17	99.9	0
passiert	17.48	45.25	99.89	17.48
patient	0	37.34	99.9	0
patienten	0	35.69	99.9	0
paul	0	42.94	99.95	0
pauli	0	47.59	99.91	0
pause	0	31.6	99.89	0
peking	0	50.74	99.86	0
per	26.99	42.42	99.89	26.99
perestrojka	0	0	99.92	0
perfekte	25.01	28.95	99.9	25.01
peter	0	57.91	99.93	0
peymann	0	9.13	99.98	0
pfalz	0	39.48	99.96	0
pferd	0	18.27	99.89	0
pflicht	0	42.42	99.87	0
phantasie	0	9.13	99.9	0
phantom	0	21.21	99.87	0
philipp	0	46.08	99.92	0
philippinen	0	27.4	99.95	0
philosoph	0	27.4	99.98	0
philosophen	0	30.34	99.93	0
philosophie	0	42.42	99.93	0
philosophische	7.52	14.47	99.96	7.52
physik	0	51.02	99.85	0
pille	0	18.27	99.96	0
pillen	0	14.47	99.89	0
piraten	0	52.57	99.98	0
pisa	11.93	32.75	99.93	11.93
plan	0	55.21	99.87	0
planen	22.58	45.67	99.95	22.58
planet	0	27.4	99.99	0
plant	30.11	61.71	99.9	30.11
planung	0	9.13	99.92	0
platz	0	45.67	99.9	0
pleite	15.05	46.85	99.9	15.05
plus	22.58	32.75	99.89	22.58
plädiert	0	35.69	99.92	0
plädoyer	0	23.61	99.91	0
pläne	0	43.91	99.92	0
plötzlich	0	45.67	99.91	0
poesie	0	34.78	99.91	0
pokal	0	35.69	99.98	0
poker	0	21.21	99.85	0
polen	0	49.26	99.86	0
polens	0	40.12	99.89	0
politik	7.52	68.66	99.84	7.52
politiker	0	57.75	99.95	0
politisch	25.01	33.8	99.95	30.77
politische	30.77	55.01	99.89	39.51
politischen	33.06	37.34	99.9	36.94
politischer	31.98	32.75	99.87	31.98
politisches	30.11	44.38	99.92	30.11
polizei	0	49.87	99.91	0
polizisten	0	34.78	99.9	0
polnische	31.98	18.27	99.92	31.98
pooh	0	14.47	99.99	0
pop	11.93	55.8	99.89	11.93
porsche	0	54.6	99.99	0
porträt	0	34.78	99.92	0
portugal	15.05	71.32	99.89	15.05
post	7.52	38.8	99.92	7.52
posten	0	32.75	99.9	0
potsdam	0	9.13	99.98	0
prag	0	56.36	99.95	0
prager	0	28.95	99.98	0
praxis	22.58	37.34	99.92	22.58
preis	15.05	55.01	99.89	19.46
preise	0	23.61	100	0
premier	0	33.8	99.95	0
premiere	0	14.47	99.92	0
presse	0	25.64	99.95	0
pressefreiheit	0	40.12	99.95	0
presseschau	0	27.4	99.96	0
preußen	0	9.13	99.91	0
priester	0	30.34	99.95	0
prinz	0	35.69	99.84	0
prinzip	0	36.54	99.9	0
privat	21.13	31.6	99.93	21.13
private	23.86	60.95	99.95	23.86
privatisierung	0	18.27	99.96	0
pro	19.46	47.59	99.98	22.58
probe	15.05	36.54	99.91	15.05
problem	0	56.36	99.89	0
probleme	0	46.47	99.87	0
produktion	0	25.64	99.91	0
professor	0	25.64	99.92	0
professoren	0	31.6	99.91	0
profil	0	23.61	99.95	0
profis	0	18.27	99.93	0
profit	0	18.27	99.83	0
prognose	0	27.4	99.93	0
programm	0	35.69	99.91	0
projekt	11.93	37.34	99.95	11.93
propaganda	0	40.12	99.89	0
prophet	0	23.61	99.87	0
propheten	0	25.64	99.93	0
prosa	0	14.47	99.93	0
protest	0	56.36	99.89	0
proteste	0	59.88	99.98	0
protokoll	0	21.21	99.93	0
provinz	0	38.09	99.92	0
prozent	0	70.53	99.86	0
prozess	0	73.23	99.98	0
prozeß	0	0	99.87	0
präsentiert	0	25.64	99.95	0
präsident	0	61.08	99.93	0
präsidenten	0	43.43	99.91	0
präsidentenwahl	0	41.32	99.95	0
präsidentschaftswahl	0	47.23	99.96	0
prüft	0	47.59	99.9	0
ps	0	9.13	99.92	0
psychiatrie	0	21.21	99.95	0
psychologie	0	34.78	99.96	0
publikum	0	27.4	99.93	0
punkt	0	25.64	99.9	0
punkte	15.05	32.75	99.93	15.05
putin	0	72.45	100	0
putsch	0	27.4	99.91	0
qualität	0	40.12	99.89	0
quelle	0	43.43	99.95	0
rache	0	33.8	99.89	0
rad	0	25.64	99.89	0
radikal	36.57	28.95	99.98	36.57
radikale	26.04	30.34	99.87	26.04
radio	0	23.61	99.95	0
raf	0	42.94	99.91	0
rainer	0	35.69	99.87	0
raketen	0	42.42	99.93	0
ralf	0	14.47	99.95	0
ran	31.39	43.91	99.91	31.39
rand	0	33.8	99.9	0
rande	0	23.61	99.9	0
randspalten	0	0	99.98	0
rassismus	0	42.94	99.95	0
rat	0	46.47	99.89	0
raten	21.13	18.27	99.9	21.13
ratgeber	0	14.47	99.9	0
rathaus	0	30.34	99.93	0
ratlos	19.46	23.61	99.92	19.46
rau	0	14.47	99.95	0
rauch	0	28.95	99.92	0
raum	0	41.88	99.89	0
raumfahrt	0	46.85	99.89	0
raus	34.05	49.57	99.83	39.22
rausch	0	40.73	99.89	0
re	46.3	59.73	99.98	50.02
reagan	0	32.75	99.96	0
reagans	0	0	99.99	0
reaktion	26.04	28.95	99.89	26.04
reaktionen	0	49.57	99.89	0
real	11.93	35.69	99.98	11.93
realismus	0	32.75	99.91	0
realität	0	28.95	99.86	0
rebell	0	14.47	99.9	0
rebellen	0	65.03	99.95	0
rebellion	0	18.27	99.93	0
rechnen	23.86	36.54	99.86	26.99
rechnet	31.98	42.94	99.95	31.98
rechnung	0	44.38	99.89	0
rechts	45.67	36.54	99.9	53.36
rechtsextremismus	0	73.18	99.98	0
rechtsstaat	0	23.61	99.87	0
redakteur	0	9.13	99.9	0
redaktion	0	65.03	99.93	0
rede	7.52	47.94	99.91	7.52
reden	30.77	43.43	99.9	30.77
referendum	7.52	69.83	99.93	7.52
reform	19.46	56.54	99.91	19.46
reformen	17.48	49.87	99.85	17.48
reformer	0	28.95	99.87	0
regeln	15.05	47.94	99.87	15.05
regen	15.05	30.34	99.91	15.05
regieren	33.06	40.73	99.9	33.06
regiert	26.99	27.4	99.89	27.86
regierung	0	68.07	99.91	0
regierungsbildung	0	48.28	99.98	0
regierungschef	0	44.38	99.91	0
regime	0	69.63	99.9	0
regisseur	0	49.57	99.9	0
reich	34.51	45.67	99.93	39.22
reiche	22.58	32.75	99.95	22.58
reichen	32.53	43.91	99.92	36.19
reiches	15.05	9.13	99.92	15.05
reicht	34.05	42.42	99.92	34.96
reichtum	25.01	30.34	99.9	25.01
reihe	0	27.4	99.93	0
rein	31.98	31.6	99.87	39.22
reinhard	0	27.4	99.96	0
reise	7.52	44.82	99.87	7.52
reisen	27.86	43.43	99.85	31.39
reisenachrichten	0	0	99.93	0
reisende	0	28.95	100	0
reisespiegel	0	0	99.95	0
religion	0	40.12	99.95	0
renaissance	0	18.27	99.89	0
rennen	15.05	33.8	99.95	15.05
rente	0	47.59	99.82	0
renten	0	36.54	99.9	0
rentner	0	52.57	99.91	0
report	0	27.4	99.92	0
reporter	0	31.6	99.95	0
republik	0	43.43	99.95	0
republikaner	0	69.22	99.92	0
resignation	0	25.64	99.93	0
respekt	0	44.82	99.89	0
rest	0	30.34	99.89	0
retten	34.05	60.29	99.91	34.05
retter	0	37.34	99.89	0
rettet	22.58	40.73	99.91	22.58
rettung	0	76.43	99.98	0
reue	0	25.64	99.89	0
revier	0	18.27	99.92	0
revolte	0	31.6	99.89	0
revolution	39.51	55.01	99.84	39.51
revolutionär	0	31.6	99.86	0
revolutionäre	0	21.21	99.93	0
rezept	17.48	23.61	99.95	17.48
rezepte	0	38.09	99.98	0
rezession	0	63.94	99.95	0
rhein	0	25.64	99.91	0
rheinland	0	39.48	99.91	0
richard	0	52.32	99.92	0
richten	26.04	36.54	99.93	26.04
richter	0	43.91	99.87	0
richtige	26.99	43.91	99.85	26.99
richtigen	26.04	44.38	99.92	26.99
richtung	0	23.61	99.86	0
riese	0	25.64	99.91	0
riesen	0	28.95	99.89	0
ring	7.52	30.34	99.9	15.05
ringen	19.46	38.8	99.92	25.01
rio	0	32.75	99.95	0
risiken	0	48.61	99.9	0
risiko	0	60.01	99.91	0
ritter	0	23.61	99.92	0
robert	0	43.91	99.95	0
roboter	0	32.75	99.84	0
rock	7.52	40.12	99.89	15.05
rolf	0	25.64	99.86	0
rolle	0	45.67	99.93	0
rollen	19.46	18.27	99.91	25.01
rollt	23.86	27.4	99.9	26.04
rom	0	47.59	99.89	0
roman	21.13	60.29	99.9	21.13
romantik	0	31.6	99.89	0
ronald	0	21.21	99.95	0
rosa	11.93	39.48	99.89	11.93
rosen	0	21.21	99.92	0
rot	40.59	54.6	99.89	41.34
rote	21.13	45.25	99.89	22.58
roten	27.86	38.09	99.84	27.86
roter	15.05	18.27	99.89	21.13
roth	0	48.61	99.95	0
rowohlt	0	9.13	99.92	0
rudolf	0	21.21	99.93	0
ruf	0	30.34	99.9	0
ruft	27.86	44.82	99.86	27.86
ruhe	0	44.82	99.87	0
ruhig	28.66	23.61	99.91	28.66
ruhm	0	25.64	99.9	0
ruhr	0	9.13	99.98	0
ruhrgebiet	0	14.47	99.91	0
ruinen	0	21.21	99.92	0
rumänien	0	37.34	99.89	0
runde	21.13	30.34	99.9	21.13
rundfunk	0	14.47	99.89	0
russen	0	40.73	99.93	0
russische	22.58	57.25	99.95	22.58
russischen	31.98	36.54	99.95	33.06
russland	7.52	75.3	100	7.52
rußland	0	0	99.98	0
rätsel	0	36.54	99.91	0
rösler	0	71.73	100	0
rückblick	0	59.01	99.92	0
rücken	0	41.32	99.89	0
rückkehr	0	38.09	99.91	0
rückschau	0	66.47	99.96	0
rücksicht	0	25.64	99.93	0
rückt	0	35.69	99.91	0
rücktritt	0	58.55	99.95	0
rückzug	0	38.09	99.86	0
rüstung	0	33.8	99.89	0
saarland	0	45.25	99.91	0
sachbuch	7.52	55.99	99.95	7.52
sachen	0	23.61	99.91	0
sachsen	0	45.67	99.91	0
sackgasse	0	18.27	99.93	0
saddam	0	14.47	99.91	0
sag	7.52	25.64	99.98	7.52
sagen	42.49	56.54	99.85	42.49
saison	0	25.64	99.91	0
salz	0	9.13	99.93	0
salzburg	0	27.4	99.93	0
salzburger	0	31.6	99.95	0
sammeln	22.58	21.21	99.89	22.58
san	0	23.61	99.89	0
sand	0	25.64	99.89	0
sanfte	17.48	25.64	99.91	17.48
sanierung	0	44.38	0	0
sanktionen	0	61.46	99.98	0
sarkozy	0	63.63	99.98	0
sarrazin	0	54.6	100	0
satire	0	21.21	100	0
sauber	19.46	18.27	99.92	19.46
saudi	23.86	48.61	99.91	23.86
schach	0	52.57	99.91	0
schaden	22.58	38.09	99.9	27.86
schadet	21.13	27.4	99.93	21.13
schaffen	32.53	45.67	99.9	34.51
schafft	32.53	39.48	99.9	33.06
schalke	0	65.31	99.98	0
schallplatte	0	0	99.87	0
schallplatten	0	0	99.9	0
schande	0	43.43	99.9	0
scharf	31.39	23.61	99.93	31.39
schatten	11.93	59.73	99.9	11.93
schatz	0	18.27	99.95	0
schau	7.52	25.64	99.89	7.52
schauspieler	0	45.67	99.92	0
scheidung	0	9.13	99.89	0
schein	0	25.64	99.95	0
scheint	21.13	74.99	99.95	25.01
scheitern	38.61	50.17	99.98	39.79
scheitert	22.58	40.12	99.91	22.58
scherz	0	9.13	100	0
schicksal	0	25.64	99.91	0
schiedsrichter	0	27.4	99.86	0
schießen	0	37.34	99.91	0
schießt	0	27.4	99.92	0
schiff	0	33.8	99.9	0
schiffe	0	23.61	99.91	0
schildert	33.06	9.13	99.92	40.85
schiller	0	23.61	99.95	0
schlacht	28.66	31.6	99.89	28.66
schlaf	7.52	25.64	99.9	7.52
schlafen	28.66	34.78	99.9	28.66
schlag	0	30.34	99.84	0
schlagen	26.99	28.95	99.95	26.99
schlagzeilen	0	21.21	100	0
schlechte	27.86	38.09	99.87	27.86
schlechter	27.86	28.95	99.91	29.41
schleswig	23.86	56.18	99.92	23.86
schließen	0	37.34	99.91	0
schließt	0	50.17	99.95	0
schlimmer	23.86	33.8	99.92	23.86
schloß	0	0	99.95	0
schluß	0	0	99.89	0
schlägt	0	43.43	99.9	0
schmerz	0	23.61	99.91	0
schmid	0	21.21	99.95	0
schmidt	0	55.8	99.95	0
schnee	0	36.54	99.92	0
schneestars	0	60.01	100	0
schneider	0	28.95	99.95	0
schnell	36.57	48.94	99.92	37.29
schnelle	23.86	44.38	99.89	23.86
schnellen	15.05	23.61	99.92	15.05
schneller	25.01	40.73	99.89	27.86
schock	0	43.43	99.91	0
schottland	0	40.12	99.96	0
schrecken	22.58	35.69	99.95	22.58
schrei	0	21.21	99.93	0
schreiben	23.86	43.91	99.9	27.86
schreibt	23.86	44.38	99.91	27.86
schrieb	31.39	28.95	99.89	31.39
schriftsteller	0	53.05	99.93	0
schriftstellerin	0	35.69	99.98	0
schriftstellers	0	0	99.91	0
schritt	25.01	43.91	99.95	25.01
schritte	0	45.25	99.93	0
schröder	0	50.74	99.92	0
schuld	31.98	47.94	99.9	31.98
schulden	11.93	63.84	99.91	11.93
schuldenkrise	0	100	99.99	0
schuldig	26.99	33.8	99.91	26.99
schule	17.48	53.05	99.86	17.48
schulen	0	41.32	99.86	0
schutz	0	46.08	99.89	0
schuß	0	0	99.95	0
schwach	22.58	32.75	99.89	27.86
schwache	19.46	23.61	99.86	19.46
schwarz	40.85	69.22	99.9	40.85
schwarze	25.01	40.12	99.9	25.01
schwarzen	28.66	33.8	99.92	29.41
schwarzer	19.46	38.8	99.89	19.46
schweden	0	41.88	99.89	0
schweigen	19.46	41.88	99.87	19.46
schweigt	23.86	32.75	99.91	23.86
schwein	0	9.13	99.9	0
schweiz	0	60.82	99.89	0
schweizer	0	53.74	99.91	0
schwer	37.64	46.47	99.92	39.51
schwere	26.04	36.54	99.91	30.77
schweren	31.98	21.21	99.93	31.98
schwerer	21.13	28.95	99.89	21.13
schwester	0	21.21	0	0
schwierige	30.11	28.95	99.87	30.11
